wkt_geom;InputID;TargetID;Distance;MST
LineString (3449908.01308531407266855 5435545.69743746984750032, 3458048.36599232768639922 5426546.6815110445022583);13;38;12135.66706;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3455663.71174610918387771 5424355.57401029951870441);31;29;12136.02572;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3466659.65724263805896044 5435999.49862106051295996);46;5;12137.84069;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3464719.30048469034954906 5432442.04108787141740322);14;29;12141.81219;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3464719.30048469034954906 5432442.04108787141740322);14;17;12144.38412;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3466659.65724263805896044 5435999.49862106051295996);16;5;12148.53131;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3449908.01308531407266855 5435545.69743746984750032);38;3;12158.13999;0
LineString (3465232.31786350952461362 5425724.29433836974203587, 3469242.10503632668405771 5437211.66114674508571625);35;42;12168.31214;0
LineString (3469195.91268025850877166 5424600.50072824023663998, 3471558.65334488870576024 5436536.49105874821543694);40;34;12168.84457;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3465232.31786350952461362 5425724.29433836974203587);37;42;12206.29526;0
LineString (3470109.42191518936306238 5436662.94686345662921667, 3471345.1894326894544065 5424502.88789097126573324);39;2;12223.9443;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3471345.1894326894544065 5424502.88789097126573324);32;2;12277.02736;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3454694.72752937115728855 5433902.57885454595088959);27;16;12282.73448;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3466659.65724263805896044 5435999.49862106051295996);5;10;12284.28677;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3449908.01308531407266855 5435545.69743746984750032);27;38;12298.11802;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3456391.66935586743056774 5436679.22981312964111567);48;29;12346.23976;0
LineString (3464719.30048469034954906 5432442.04108787141740322, 3471259.77054715529084206 5421970.82867374643683434);41;14;12347.28317;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3462656.77635816438123584 5425198.84765840321779251);45;30;12379.35612;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3469242.10503632668405771 5437211.66114674508571625);35;23;12408.13771;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3462656.77635816438123584 5425198.84765840321779251);30;7;12408.29647;0
LineString (3466659.65724263805896044 5435999.49862106051295996, 3471345.1894326894544065 5424502.88789097126573324);2;5;12416.03245;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3456362.14373768400400877 5421591.03055325616151094);16;44;12425.05307;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3469195.91268025850877166 5424600.50072824023663998);34;10;12425.92773;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3471259.77054715529084206 5421970.82867374643683434);32;41;12453.31451;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3459069.47409876342862844 5424510.26605264004319906);48;32;12461.24926;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3464611.47653896687552333 5433151.62009744439274073);17;49;12463.59398;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3454694.72752937115728855 5433902.57885454595088959);15;16;12470.73591;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3456391.66935586743056774 5436679.22981312964111567);1;48;12470.87619;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3470109.42191518936306238 5436662.94686345662921667);39;23;12472.53558;0
LineString (3466659.65724263805896044 5435999.49862106051295996, 3472171.90485716983675957 5424803.07942000404000282);33;5;12481.0592;0
LineString (3465232.31786350952461362 5425724.29433836974203587, 3471558.65334488870576024 5436536.49105874821543694);42;40;12528.30459;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3464611.47653896687552333 5433151.62009744439274073);29;49;12548.45462;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3462159.84320575930178165 5426688.41854207124561071);47;25;12550.90553;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3470996.66585338255390525 5428416.35889498051255941);22;32;12551.84291;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3455663.71174610918387771 5424355.57401029951870441);38;29;12584.69864;0
LineString (3469195.91268025850877166 5424600.50072824023663998, 3469242.10503632668405771 5437211.66114674508571625);34;35;12612.52376;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3462178.43183876946568489 5426407.10723903961479664);8;25;12612.92225;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3465232.31786350952461362 5425724.29433836974203587);46;42;12619.02944;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3457792.80140150897204876 5424119.22082886192947626);48;26;12639.06322;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3462656.77635816438123584 5425198.84765840321779251);18;30;12654.00646;0
LineString (3467552.71176850516349077 5424257.1826713215559721, 3470109.42191518936306238 5436662.94686345662921667);36;39;12667.76618;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3469242.10503632668405771 5437211.66114674508571625);35;47;12685.80445;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3467158.64961910201236606 5423881.07062907610088587);17;21;12697.94354;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3456586.13837308529764414 5421315.44365351181477308);24;16;12729.58232;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3462384.64057742105796933 5426872.13059444166719913);23;25;12748.65399;0
LineString (3469242.10503632668405771 5437211.66114674508571625, 3472171.90485716983675957 5424803.07942000404000282);35;33;12751.08251;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3470109.42191518936306238 5436662.94686345662921667);47;39;12756.1858;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3464611.47653896687552333 5433151.62009744439274073);43;49;12781.27542;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3464719.30048469034954906 5432442.04108787141740322);14;43;12785.2956;0
LineString (3458048.36599232768639922 5426546.6815110445022583, 3466659.65724263805896044 5435999.49862106051295996);5;13;12788.37786;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3464611.47653896687552333 5433151.62009744439274073);45;49;12801.83684;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3468723.84347889805212617 5428870.43565299920737743);11;0;12822.69299;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3464719.30048469034954906 5432442.04108787141740322);14;45;12830.64451;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3462178.43183876946568489 5426407.10723903961479664);8;3;12832.86511;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3469242.10503632668405771 5437211.66114674508571625);35;48;12862.80599;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3462159.84320575930178165 5426688.41854207124561071);31;47;12881.60321;0
LineString (3469242.10503632668405771 5437211.66114674508571625, 3471345.1894326894544065 5424502.88789097126573324);2;35;12882.92978;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3462159.84320575930178165 5426688.41854207124561071);47;3;12883.93667;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3456391.66935586743056774 5436679.22981312964111567);19;48;12889.44034;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3457792.80140150897204876 5424119.22082886192947626);26;31;12896.2045;0
LineString (3470757.58480571396648884 5437620.50360719952732325, 3472171.90485716983675957 5424803.07942000404000282);6;33;12896.54876;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3462384.64057742105796933 5426872.13059444166719913);23;31;12896.95771;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3469242.10503632668405771 5437211.66114674508571625);8;35;12909.97906;0
LineString (3467552.71176850516349077 5424257.1826713215559721, 3471558.65334488870576024 5436536.49105874821543694);36;40;12917.55256;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3470109.42191518936306238 5436662.94686345662921667);39;8;12966.00067;0
LineString (3464611.47653896687552333 5433151.62009744439274073, 3471259.77054715529084206 5421970.82867374643683434);41;49;13009.40643;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3459069.47409876342862844 5424510.26605264004319906);32;31;13010.05667;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3469195.91268025850877166 5424600.50072824023663998);24;34;13032.01243;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3467552.71176850516349077 5424257.1826713215559721);17;36;13040.04973;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3466659.65724263805896044 5435999.49862106051295996);31;5;13063.75889;0
LineString (3467552.71176850516349077 5424257.1826713215559721, 3469242.10503632668405771 5437211.66114674508571625);35;36;13065.48907;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3462656.77635816438123584 5425198.84765840321779251);30;3;13077.23046;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3462656.77635816438123584 5425198.84765840321779251);30;48;13079.87822;0
LineString (3458048.36599232768639922 5426546.6815110445022583, 3470996.66585338255390525 5428416.35889498051255941);13;22;13083.97553;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3464719.30048469034954906 5432442.04108787141740322);14;4;13095.10816;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3462178.43183876946568489 5426407.10723903961479664);8;31;13105.3417;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3472171.90485716983675957 5424803.07942000404000282);33;32;13107.10485;0
LineString (3469195.91268025850877166 5424600.50072824023663998, 3470757.58480571396648884 5437620.50360719952732325);6;34;13114.66362;0
LineString (3465232.31786350952461362 5425724.29433836974203587, 3470757.58480571396648884 5437620.50360719952732325);42;6;13118.05799;0
LineString (3467158.64961910201236606 5423881.07062907610088587, 3470109.42191518936306238 5436662.94686345662921667);21;39;13119.38653;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3464611.47653896687552333 5433151.62009744439274073);49;4;13123.47506;0
LineString (3470757.58480571396648884 5437620.50360719952732325, 3471345.1894326894544065 5424502.88789097126573324);2;6;13132.11938;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3462384.64057742105796933 5426872.13059444166719913);23;3;13148.85022;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3469195.91268025850877166 5424600.50072824023663998);34;44;13183.27346;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3453404.55361524969339371 5422713.04253131803125143);38;37;13301.61206;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3468935.69408008782193065 5427807.71101057343184948);0;9;13321.78323;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3467158.64961910201236606 5423881.07062907610088587);21;1;13324.3436;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3467158.64961910201236606 5423881.07062907610088587);12;21;13326.13635;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3471558.65334488870576024 5436536.49105874821543694);40;23;13326.63403;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3462656.77635816438123584 5425198.84765840321779251);25;30;13331.6688;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3465232.31786350952461362 5425724.29433836974203587);16;42;13340.17535;0
LineString (3467158.64961910201236606 5423881.07062907610088587, 3471558.65334488870576024 5436536.49105874821543694);40;21;13399.868;0
LineString (3458048.36599232768639922 5426546.6815110445022583, 3471345.1894326894544065 5424502.88789097126573324);13;2;13454.40427;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3464719.30048469034954906 5432442.04108787141740322);14;1;13480.87347;0
LineString (3467158.64961910201236606 5423881.07062907610088587, 3469242.10503632668405771 5437211.66114674508571625);35;21;13493.78125;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3453601.01639671809971333 5436313.93858938571065664);31;3;13498.90783;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3469195.91268025850877166 5424600.50072824023663998);29;34;13535.82746;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3467552.71176850516349077 5424257.1826713215559721);12;36;13549.573;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3467158.64961910201236606 5423881.07062907610088587);21;0;13557.94247;0
LineString (3457792.80140150897204876 5424119.22082886192947626, 3471345.1894326894544065 5424502.88789097126573324);26;2;13559.25628;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3453601.01639671809971333 5436313.93858938571065664);37;31;13603.49114;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3466659.65724263805896044 5435999.49862106051295996);5;12;13612.99008;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3471558.65334488870576024 5436536.49105874821543694);47;40;13614.71802;0
LineString (3462384.64057742105796933 5426872.13059444166719913, 3470757.58480571396648884 5437620.50360719952732325);23;6;13626.14272;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3467158.64961910201236606 5423881.07062907610088587);20;21;13638.62787;0
LineString (3457792.80140150897204876 5424119.22082886192947626, 3471259.77054715529084206 5421970.82867374643683434);26;41;13638.7034;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3467552.71176850516349077 5424257.1826713215559721);36;0;13660.02787;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3470109.42191518936306238 5436662.94686345662921667);30;39;13674.99552;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3464719.30048469034954906 5432442.04108787141740322);44;14;13697.55062;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3469242.10503632668405771 5437211.66114674508571625);30;35;13700.80461;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3467552.71176850516349077 5424257.1826713215559721);36;1;13707.03412;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3468935.69408008782193065 5427807.71101057343184948);9;29;13715.01724;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3470109.42191518936306238 5436662.94686345662921667);39;48;13719.20205;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3462159.84320575930178165 5426688.41854207124561071);19;47;13731.08224;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3470996.66585338255390525 5428416.35889498051255941);10;22;13733.20359;0
LineString (3467552.71176850516349077 5424257.1826713215559721, 3470757.58480571396648884 5437620.50360719952732325);36;6;13743.65328;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3462178.43183876946568489 5426407.10723903961479664);19;8;13749.5838;0
LineString (3459069.47409876342862844 5424510.26605264004319906, 3466659.65724263805896044 5435999.49862106051295996);32;5;13771.37422;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3464719.30048469034954906 5432442.04108787141740322);14;24;13783.55225;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3467158.64961910201236606 5423881.07062907610088587);21;37;13805.01169;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3471558.65334488870576024 5436536.49105874821543694);40;8;13806.96923;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3468723.84347889805212617 5428870.43565299920737743);11;12;13817.51114;0
LineString (3455663.71174610918387771 5424355.57401029951870441, 3468723.84347889805212617 5428870.43565299920737743);11;29;13819.92638;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3464611.47653896687552333 5433151.62009744439274073);49;1;13828.16064;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3451637.01836292631924152 5421813.62729568686336279);15;38;13841.6461;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3457792.80140150897204876 5424119.22082886192947626);38;26;13884.12132;0
LineString (3457792.80140150897204876 5424119.22082886192947626, 3470996.66585338255390525 5428416.35889498051255941);26;22;13886.97106;0
LineString (3462159.84320575930178165 5426688.41854207124561071, 3470757.58480571396648884 5437620.50360719952732325);6;47;13909.39496;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3464719.30048469034954906 5432442.04108787141740322);7;14;13914.4042;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3467552.71176850516349077 5424257.1826713215559721);20;36;13929.2134;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3468935.69408008782193065 5427807.71101057343184948);9;24;13953.53027;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3464719.30048469034954906 5432442.04108787141740322);14;28;13956.50382;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3462384.64057742105796933 5426872.13059444166719913);19;23;13959.00823;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3464611.47653896687552333 5433151.62009744439274073);7;49;13968.36004;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3453601.01639671809971333 5436313.93858938571065664);31;27;13969.16729;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3469242.10503632668405771 5437211.66114674508571625);35;0;13976.98829;0
LineString (3458048.36599232768639922 5426546.6815110445022583, 3471259.77054715529084206 5421970.82867374643683434);13;41;13982.87556;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3468935.69408008782193065 5427807.71101057343184948);9;44;14027.88948;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3465232.31786350952461362 5425724.29433836974203587);28;42;14057.90047;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3465232.31786350952461362 5425724.29433836974203587);42;48;14078.57787;0
LineString (3451406.10398236708715558 5428258.24060113355517387, 3464611.47653896687552333 5433151.62009744439274073);49;28;14084.25431;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3462178.43183876946568489 5426407.10723903961479664);27;8;14086.02022;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3468935.69408008782193065 5427807.71101057343184948);9;12;14088.95113;0
LineString (3462178.43183876946568489 5426407.10723903961479664, 3470757.58480571396648884 5437620.50360719952732325);6;8;14120.30157;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3462159.84320575930178165 5426688.41854207124561071);27;47;14131.93842;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3465232.31786350952461362 5425724.29433836974203587);15;42;14147.98063;0
LineString (3451798.97748474264517426 5430317.69400124438107014, 3465232.31786350952461362 5425724.29433836974203587);42;4;14198.38296;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3464611.47653896687552333 5433151.62009744439274073);44;49;14203.44017;0
LineString (3467158.64961910201236606 5423881.07062907610088587, 3470757.58480571396648884 5437620.50360719952732325);6;21;14204.41459;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3465232.31786350952461362 5425724.29433836974203587);42;43;14206.2544;0
LineString (3458048.36599232768639922 5426546.6815110445022583, 3472171.90485716983675957 5424803.07942000404000282);13;33;14232.27375;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3467552.71176850516349077 5424257.1826713215559721);37;36;14233.62771;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3456391.66935586743056774 5436679.22981312964111567);37;48;14283.32267;0
LineString (3448430.85773900244385004 5426543.46239918936043978, 3462656.77635816438123584 5425198.84765840321779251);19;30;14290.71151;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3468723.84347889805212617 5428870.43565299920737743);11;24;14298.37303;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3464611.47653896687552333 5433151.62009744439274073);24;49;14301.76996;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3462656.77635816438123584 5425198.84765840321779251);31;30;14338.4473;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3459069.47409876342862844 5424510.26605264004319906);32;38;14344.0094;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3462656.77635816438123584 5425198.84765840321779251);27;30;14347.09526;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3468723.84347889805212617 5428870.43565299920737743);44;11;14347.24226;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3462384.64057742105796933 5426872.13059444166719913);27;23;14394.4602;0
LineString (3457792.80140150897204876 5424119.22082886192947626, 3472171.90485716983675957 5424803.07942000404000282);26;33;14396.88816;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3470757.58480571396648884 5437620.50360719952732325);48;6;14398.23356;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3468723.84347889805212617 5428870.43565299920737743);46;11;14416.15978;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3471558.65334488870576024 5436536.49105874821543694);30;40;14416.25296;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3465232.31786350952461362 5425724.29433836974203587);42;45;14453.59719;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3468723.84347889805212617 5428870.43565299920737743);11;17;14471.77896;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3468935.69408008782193065 5427807.71101057343184948);9;17;14488.73884;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3471345.1894326894544065 5424502.88789097126573324);10;2;14525.59885;0
LineString (3471259.77054715529084206 5421970.82867374643683434, 3471558.65334488870576024 5436536.49105874821543694);40;41;14570.22897;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3468723.84347889805212617 5428870.43565299920737743);11;48;14598.05533;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3470109.42191518936306238 5436662.94686345662921667);39;0;14599.48222;0
LineString (3451637.01836292631924152 5421813.62729568686336279, 3453601.01639671809971333 5436313.93858938571065664);15;31;14633.96622;0
LineString (3454597.78858819091692567 5425732.95110378973186016, 3469195.91268025850877166 5424600.50072824023663998);17;34;14643.50049;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3471259.77054715529084206 5421970.82867374643683434);24;41;14689.81042;0
LineString (3451084.57525472668930888 5429673.20979042630642653, 3465232.31786350952461362 5425724.29433836974203587);42;7;14689.97814;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3464719.30048469034954906 5432442.04108787141740322);14;18;14716.70476;0
LineString (3470109.42191518936306238 5436662.94686345662921667, 3471259.77054715529084206 5421970.82867374643683434);41;39;14738.5948;0
LineString (3466659.65724263805896044 5435999.49862106051295996, 3471259.77054715529084206 5421970.82867374643683434);41;5;14765.13153;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3468723.84347889805212617 5428870.43565299920737743);11;20;14805.99339;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3464611.47653896687552333 5433151.62009744439274073);18;49;14811.00946;0
LineString (3457792.80140150897204876 5424119.22082886192947626, 3466659.65724263805896044 5435999.49862106051295996);5;26;14825.83621;0
LineString (3462656.77635816438123584 5425198.84765840321779251, 3470757.58480571396648884 5437620.50360719952732325);30;6;14831.2325;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3469195.91268025850877166 5424600.50072824023663998);34;0;14871.25963;0
LineString (3449706.50982074066996574 5423390.22540468163788319, 3456391.66935586743056774 5436679.22981312964111567);48;3;14877.08878;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3464611.47653896687552333 5433151.62009744439274073);38;49;14898.5681;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3471259.77054715529084206 5421970.82867374643683434);41;44;14904.03794;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3468723.84347889805212617 5428870.43565299920737743);11;16;14905.84218;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3469242.10503632668405771 5437211.66114674508571625);35;16;14920.5297;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3464719.30048469034954906 5432442.04108787141740322);37;14;14923.81387;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3469242.10503632668405771 5437211.66114674508571625);46;35;14950.60081;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3468935.69408008782193065 5427807.71101057343184948);9;20;14952.06183;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3468935.69408008782193065 5427807.71101057343184948);9;46;14952.65764;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3456362.14373768400400877 5421591.03055325616151094);31;44;14980.90582;0
LineString (3454910.15424565970897675 5429127.42035745643079281, 3469195.91268025850877166 5424600.50072824023663998);34;12;14987.40109;0
LineString (3450492.70694015640765429 5428681.37302775215357542, 3465232.31786350952461362 5425724.29433836974203587);42;18;15034.80522;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3469242.10503632668405771 5437211.66114674508571625);10;35;15058.37643;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3456391.66935586743056774 5436679.22981312964111567);44;48;15089.58084;0
LineString (3456586.13837308529764414 5421315.44365351181477308, 3471345.1894326894544065 5424502.88789097126573324);24;2;15100.90497;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3462159.84320575930178165 5426688.41854207124561071);47;38;15119.59392;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3464719.30048469034954906 5432442.04108787141740322);14;38;15134.46953;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3470996.66585338255390525 5428416.35889498051255941);22;0;15138.47468;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3471558.65334488870576024 5436536.49105874821543694);40;48;15169.25683;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3462384.64057742105796933 5426872.13059444166719913);23;38;15196.74149;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3467158.64961910201236606 5423881.07062907610088587);21;46;15260.30234;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3472171.90485716983675957 5424803.07942000404000282);33;10;15260.95304;0
LineString (3456362.14373768400400877 5421591.03055325616151094, 3471345.1894326894544065 5424502.88789097126573324);44;2;15264.97775;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3471259.77054715529084206 5421970.82867374643683434);41;10;15268.77689;0
LineString (3453601.01639671809971333 5436313.93858938571065664, 3456586.13837308529764414 5421315.44365351181477308);31;24;15294.02656;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3466659.65724263805896044 5435999.49862106051295996);20;5;15299.65674;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3462178.43183876946568489 5426407.10723903961479664);38;8;15301.02591;0
LineString (3453404.55361524969339371 5422713.04253131803125143, 3464611.47653896687552333 5433151.62009744439274073);49;37;15316.80317;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3469195.91268025850877166 5424600.50072824023663998);34;1;15349.28123;0
LineString (3454905.93222851492464542 5432975.09213650040328503, 3467552.71176850516349077 5424257.1826713215559721);36;46;15361.97697;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3468935.69408008782193065 5427807.71101057343184948);9;48;15365.68823;0
LineString (3456391.66935586743056774 5436679.22981312964111567, 3456586.13837308529764414 5421315.44365351181477308);24;48;15366.39625;0
LineString (3469242.10503632668405771 5437211.66114674508571625, 3471259.77054715529084206 5421970.82867374643683434);35;41;15375.38022;0
LineString (3449908.01308531407266855 5435545.69743746984750032, 3456362.14373768400400877 5421591.03055325616151094);44;38;15376.27862;0
LineString (3451933.77845957269892097 5431382.375694889575243, 3466659.65724263805896044 5435999.49862106051295996);45;5;15434.28435;0
LineString (3457268.98848493350669742 5428081.87244538124650717, 3470109.42191518936306238 5436662.94686345662921667);10;39;15445.40484;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3468935.69408008782193065 5427807.71101057343184948);1;9;15452.99377;0
LineString (3458048.36599232768639922 5426546.6815110445022583, 3469242.10503632668405771 5437211.66114674508571625);13;35;15462.53402;0
LineString (3453990.06361989071592689 5427425.44798240438103676, 3469195.91268025850877166 5424600.50072824023663998);20;34;15467.62742;0
LineString (3452022.87577706621959805 5430948.10442888643592596, 3466659.65724263805896044 5435999.49862106051295996);43;5;15485.47792;0
LineString (3449741.57612347323447466 5428499.80919848289340734, 3464719.30048469034954906 5432442.04108787141740322);14;25;15489.37204;0
LineString (3454694.72752937115728855 5433902.57885454595088959, 3468935.69408008782193065 5427807.71101057343184948);9;16;15491.98647;0
LineString (3453848.75896579492837191 5424471.4946203175932169, 3468723.84347889805212617 5428870.43565299920737743);1;11;15513.48064;0
LineString (3456284.30115146934986115 5431976.09285443928092718, 3470757.58480571396648884 5437620.50360719952732325);0;6;15536.58617;0
LineString (3448432.34829761600121856 5423337.44196032825857401, 3456391.66935586743056774 5436679.22981312964111567);27;48;15536.93243;0
